Timestamp,Production_W,Consumption_W,Net_W,PanelTotal_W
2025-08-09 19:20:33,676,811,-135,757
2025-08-09 19:20:48,728,864,-137,757
2025-08-09 19:21:03,685,815,-130,751
2025-08-09 19:21:18,702,893,-191,751
2025-08-09 19:21:33,708,842,-134,733
2025-08-09 19:21:48,729,892,-162,733
2025-08-09 19:22:04,712,862,-150,733
2025-08-09 19:22:19,707,811,-104,733
2025-08-09 19:22:34,737,862,-125,721
2025-08-09 19:22:49,697,793,-95,721
2025-08-09 19:23:04,700,837,-137,724
2025-08-09 19:23:19,744,836,-91,724
2025-08-09 19:23:34,726,819,-93,715
2025-08-09 19:23:49,699,794,-94,715
2025-08-09 19:24:04,735,812,-77,724
2025-08-09 19:24:19,727,845,-117,724
2025-08-09 19:24:34,721,821,-99,719
2025-08-09 19:24:49,737,815,-78,719
2025-08-09 19:25:05,733,851,-119,717
2025-08-09 19:25:20,706,823,-117,717
2025-08-09 19:25:35,689,834,-144,715
2025-08-09 19:25:50,693,812,-119,715
2025-08-09 19:26:05,686,824,-138,712
2025-08-09 19:26:20,683,817,-134,712
2025-08-09 19:26:35,675,804,-129,717
2025-08-09 19:26:50,670,818,-148,717
2025-08-09 19:27:05,670,812,-142,700
2025-08-09 19:27:20,671,834,-163,700
2025-08-09 19:27:35,675,832,-157,700
2025-08-09 19:27:50,666,821,-156,700
2025-08-09 19:28:06,669,841,-172,689
2025-08-09 19:28:21,645,820,-175,689
2025-08-09 19:28:36,622,847,-225,715
2025-08-09 19:28:51,631,818,-187,715
2025-08-09 19:29:06,640,820,-180,708
2025-08-09 19:29:21,621,811,-191,708
2025-08-09 19:29:36,599,860,-261,715
2025-08-09 19:29:51,640,854,-214,715
2025-08-09 19:30:06,607,836,-229,708
2025-08-09 19:30:21,617,846,-228,708
2025-08-09 19:30:36,592,831,-239,706
2025-08-09 19:30:52,589,846,-257,706
2025-08-09 19:31:07,608,884,-276,702
2025-08-09 19:31:22,586,868,-282,702
2025-08-09 19:31:37,590,863,-273,691
2025-08-09 19:31:52,554,841,-287,691
2025-08-09 19:32:07,527,856,-329,674
2025-08-09 19:32:22,613,899,-286,674
2025-08-09 19:32:38,575,880,-305,656
2025-08-09 19:32:53,588,856,-268,656
2025-08-09 19:33:08,536,892,-356,656
2025-08-09 19:33:23,552,871,-320,656
2025-08-09 19:33:38,527,826,-299,644
2025-08-09 19:33:53,526,850,-325,644
2025-08-09 19:34:08,555,873,-318,638
2025-08-09 19:34:23,556,892,-337,638
2025-08-09 19:34:38,505,843,-338,630
2025-08-09 19:34:53,500,861,-361,630
2025-08-09 19:35:08,533,864,-331,623
2025-08-09 19:35:24,513,913,-400,623
2025-08-09 19:35:39,513,847,-334,615
2025-08-09 19:35:54,467,839,-372,615
2025-08-09 19:36:09,516,875,-359,613
2025-08-09 19:36:24,493,908,-415,613
2025-08-09 19:36:40,476,855,-379,610
2025-08-09 19:36:55,488,851,-363,610
2025-08-09 19:37:10,470,857,-387,601
2025-08-09 19:37:25,474,855,-381,601
2025-08-09 19:37:40,478,884,-406,577
2025-08-09 19:37:56,458,848,-390,577
2025-08-09 19:38:11,440,859,-419,559
2025-08-09 19:38:26,422,847,-425,559
2025-08-09 19:38:41,422,858,-436,559
2025-08-09 19:38:56,417,855,-438,559
2025-08-09 19:39:11,421,852,-431,547
2025-08-09 19:39:26,395,864,-469,547
2025-08-09 19:39:41,403,864,-461,531
2025-08-09 19:39:57,417,912,-496,531
2025-08-09 19:40:12,380,869,-488,523
2025-08-09 19:40:27,365,873,-508,523
2025-08-09 19:40:42,365,884,-519,515
2025-08-09 19:40:57,347,865,-517,515
2025-08-09 19:41:12,320,879,-560,507
2025-08-09 19:41:27,323,867,-544,507
2025-08-09 19:41:42,310,854,-544,505
2025-08-09 19:41:57,271,850,-579,501
2025-08-09 19:42:12,267,842,-575,501
2025-08-09 19:42:28,244,876,-632,501
2025-08-09 19:42:43,240,834,-593,483
2025-08-09 19:42:58,253,905,-652,483
2025-08-09 19:43:13,209,878,-669,443
2025-08-09 19:43:28,206,874,-668,443
2025-08-09 19:43:43,193,895,-702,413
2025-08-09 19:43:58,188,905,-717,413
2025-08-09 19:44:13,166,858,-692,413
2025-08-09 19:44:29,156,868,-712,413
2025-08-09 19:44:44,152,852,-700,392
2025-08-09 19:44:59,142,848,-706,392
2025-08-09 19:45:14,136,874,-737,364
2025-08-09 19:45:29,127,850,-723,348
2025-08-09 19:45:44,130,859,-730,348
2025-08-09 19:45:59,136,858,-722,332
2025-08-09 19:46:14,128,864,-737,332
2025-08-09 19:46:29,125,878,-753,316
2025-08-09 19:46:44,120,844,-724,316
2025-08-09 19:46:59,123,851,-729,314
2025-08-09 19:47:14,115,838,-724,314
2025-08-09 19:47:30,116,851,-735,310
2025-08-09 19:47:45,109,852,-743,310
2025-08-09 19:48:00,115,857,-742,310
2025-08-09 19:48:15,102,699,-597,290
2025-08-09 19:48:30,106,725,-620,290
2025-08-09 19:48:45,99,732,-633,241
2025-08-09 19:49:00,93,733,-641,241
2025-08-09 19:49:15,98,715,-617,212
2025-08-09 19:49:30,92,756,-664,212
2025-08-09 19:49:45,88,758,-670,212
2025-08-09 19:50:01,87,719,-632,212
2025-08-09 19:50:16,87,722,-635,197
2025-08-09 19:50:31,86,758,-671,197
2025-08-09 19:50:46,76,747,-670,169
2025-08-09 19:51:01,76,726,-650,169
2025-08-09 19:51:16,74,752,-678,158
2025-08-09 19:51:31,71,711,-640,158
2025-08-09 19:51:46,72,737,-665,147
2025-08-09 19:52:01,73,636,-563,147
2025-08-09 19:52:16,73,647,-574,137
2025-08-09 19:52:31,65,679,-613,137
2025-08-09 19:52:46,65,647,-582,135
2025-08-09 19:53:02,60,649,-590,135
2025-08-09 19:53:17,58,665,-607,130
2025-08-09 19:53:32,55,651,-596,130
2025-08-09 19:53:47,66,644,-577,124
2025-08-09 19:54:02,59,659,-601,124
2025-08-09 19:54:17,52,636,-584,106
2025-08-09 19:54:32,58,676,-618,106
2025-08-09 19:54:47,55,648,-593,100
2025-08-09 19:55:02,55,694,-639,100
2025-08-09 19:55:17,51,667,-616,100
2025-08-09 19:55:32,51,637,-587,100
2025-08-09 19:55:48,55,674,-619,94
2025-08-09 19:56:03,44,645,-601,94
2025-08-09 19:56:18,43,655,-612,89
2025-08-09 19:56:33,45,662,-618,89
2025-08-09 19:56:48,44,640,-596,87
2025-08-09 19:57:03,44,646,-602,87
2025-08-09 19:57:18,38,650,-612,85
2025-08-09 19:57:33,36,673,-637,85
2025-08-09 19:57:48,38,651,-613,82
2025-08-09 19:58:03,32,639,-606,82
2025-08-09 19:58:18,37,689,-652,80
2025-08-09 19:58:33,33,650,-617,80
2025-08-09 19:58:49,36,637,-600,77
2025-08-09 19:59:04,29,631,-602,77
2025-08-09 19:59:19,36,640,-603,71
2025-08-09 19:59:34,28,642,-614,71
2025-08-09 19:59:49,22,596,-574,71
2025-08-09 20:00:04,29,596,-567,63
2025-08-09 20:00:19,33,594,-561,58
2025-08-09 20:00:34,33,595,-562,58
2025-08-09 20:00:49,29,619,-590,58
2025-08-09 20:01:04,27,609,-582,58
2025-08-09 20:01:19,22,580,-558,55
2025-08-09 20:01:35,29,629,-600,55
2025-08-09 20:01:50,22,591,-569,53
2025-08-09 20:02:05,22,596,-573,53
2025-08-09 20:02:24,16,596,-580,52
2025-08-09 20:02:39,17,618,-601,52
2025-08-09 20:02:54,15,648,-633,50
2025-08-09 20:03:09,16,659,-643,50
2025-08-09 20:03:24,22,689,-667,49
2025-08-09 20:03:39,11,677,-666,49
2025-08-09 20:03:54,15,622,-607,49
2025-08-09 20:04:09,6,615,-610,49
2025-08-09 20:04:24,6,579,-573,47
2025-08-09 20:04:39,0,589,-589,47
2025-08-09 20:04:54,0,588,-588,44
2025-08-09 20:05:10,0,596,-596,44
2025-08-09 20:05:25,0,580,-580,38
2025-08-09 20:05:40,0,575,-575,38
2025-08-09 20:05:55,0,607,-607,35
2025-08-09 20:06:10,0,596,-596,35
2025-08-09 20:06:40,0,610,-610,35
2025-08-09 20:06:55,0,588,-588,33
2025-08-09 20:07:10,0,606,-606,33
2025-08-09 20:07:25,0,584,-584,33
2025-08-09 20:07:41,0,604,-604,29
2025-08-09 20:07:56,0,616,-616,29
2025-08-09 20:08:11,0,628,-628,26
2025-08-09 20:08:26,0,619,-619,26
2025-08-09 20:08:41,0,603,-603,24
2025-08-09 20:08:56,0,601,-601,24
2025-08-09 20:09:11,0,619,-619,21
2025-08-09 20:09:26,0,600,-600,21
2025-08-09 20:09:41,0,600,-600,18
2025-08-09 20:09:57,0,625,-625,18
2025-08-09 20:10:12,0,599,-599,18
2025-08-09 20:10:27,0,630,-630,16
2025-08-09 20:10:44,0,609,-609,16
2025-08-09 20:10:59,0,659,-659,14
2025-08-09 20:11:14,0,625,-625,14
2025-08-09 20:11:30,0,672,-672,12
2025-08-09 20:11:45,0,667,-667,12
2025-08-09 20:12:00,0,573,-573,11
2025-08-09 20:12:15,0,616,-616,11
2025-08-09 20:12:30,0,634,-634,10
2025-08-09 20:12:45,0,675,-675,10
2025-08-09 20:13:00,0,657,-657,10
2025-08-09 20:13:15,0,649,-649,10
2025-08-09 20:13:30,0,663,-663,10
2025-08-09 20:13:45,0,668,-668,9
2025-08-09 20:14:01,0,635,-635,9
2025-08-09 20:14:16,0,637,-637,9
2025-08-09 20:14:31,0,619,-619,7
2025-08-09 20:14:46,0,626,-626,7
2025-08-09 20:15:01,0,617,-617,7
2025-08-09 20:15:16,0,614,-614,7
2025-08-09 20:15:31,0,631,-631,6
2025-08-09 20:15:46,0,626,-626,6
2025-08-09 20:16:01,0,666,-666,6
2025-08-09 20:16:17,0,668,-668,4
2025-08-09 20:16:32,0,660,-660,4
2025-08-09 20:16:47,0,636,-636,3
2025-08-09 20:17:02,0,658,-658,3
2025-08-09 20:17:17,0,636,-636,0
2025-08-09 20:17:32,0,609,-609,0
2025-08-09 20:17:47,0,619,-619,0
2025-08-09 20:18:02,0,626,-626,0
2025-08-09 20:18:17,0,646,-646,0
2025-08-09 20:18:32,0,632,-632,0
2025-08-09 20:18:47,0,642,-642,0
2025-08-09 20:19:03,0,653,-653,0
2025-08-09 20:19:18,0,629,-629,0
2025-08-09 20:19:33,0,634,-634,0
2025-08-09 20:19:48,0,624,-624,0
2025-08-09 20:20:03,0,608,-608,0
2025-08-09 20:20:18,0,657,-657,0
2025-08-09 20:20:33,0,622,-622,0
2025-08-09 20:20:48,0,640,-640,0
2025-08-09 20:21:03,0,613,-613,0
2025-08-09 20:21:18,0,580,-580,0
2025-08-09 20:21:33,0,607,-607,0
2025-08-09 20:21:49,0,593,-593,0
2025-08-09 20:22:04,0,613,-613,0
2025-08-09 20:22:19,0,590,-590,0
2025-08-09 20:22:34,0,620,-620,0
2025-08-09 20:22:49,0,605,-605,0
2025-08-09 20:23:04,0,597,-597,0
2025-08-09 20:23:19,0,608,-608,0
2025-08-09 20:23:34,0,581,-581,0
2025-08-09 20:23:49,0,601,-601,0
2025-08-09 20:24:04,0,584,-584,0
2025-08-09 20:24:19,0,604,-604,0
2025-08-09 20:24:35,0,593,-593,0
2025-08-09 20:24:50,0,599,-599,0
2025-08-09 20:25:05,0,594,-594,0
2025-08-09 20:25:20,0,626,-626,0
2025-08-09 20:25:35,0,626,-626,0
2025-08-09 20:25:50,0,668,-668,0
2025-08-09 20:26:05,0,613,-613,0
2025-08-09 20:26:20,0,628,-628,0
2025-08-09 20:26:35,0,711,-711,0
2025-08-09 20:26:50,0,707,-707,0
2025-08-09 20:27:06,0,720,-720,0
2025-08-09 20:27:21,0,710,-710,0
2025-08-09 20:27:36,0,719,-719,0
2025-08-09 20:27:51,0,729,-729,0
2025-08-09 20:28:06,0,735,-735,0
2025-08-09 20:28:21,0,742,-742,0
2025-08-09 20:28:36,0,691,-691,0
2025-08-09 20:28:51,0,716,-716,0
2025-08-09 20:29:06,0,760,-760,0
2025-08-09 20:29:21,0,697,-697,0
2025-08-09 20:29:36,0,700,-700,0
2025-08-09 20:29:52,0,733,-733,0
2025-08-09 20:30:22,0,708,-708,0
2025-08-09 20:30:37,0,707,-707,0
2025-08-09 20:30:52,0,691,-691,0
2025-08-09 20:31:07,0,726,-726,0
2025-08-09 20:31:22,0,685,-685,0
2025-08-09 20:31:38,0,697,-697,0
2025-08-09 20:31:53,0,698,-698,0
2025-08-09 20:32:08,0,692,-692,0
2025-08-09 20:32:23,0,739,-739,0
2025-08-09 20:32:38,0,722,-722,0
2025-08-09 20:32:53,0,689,-689,0
2025-08-09 20:33:08,0,695,-695,0
2025-08-09 20:33:23,0,677,-677,0
2025-08-09 20:33:38,0,674,-674,0
2025-08-09 20:33:53,0,666,-666,0
2025-08-09 20:34:09,0,677,-677,0
2025-08-09 20:34:39,0,690,-690,0
2025-08-09 20:34:54,0,695,-695,0
2025-08-09 20:35:09,0,665,-665,0
2025-08-09 20:35:24,0,680,-680,0
2025-08-09 20:35:39,0,693,-693,0
2025-08-09 20:35:54,0,682,-682,0
2025-08-09 20:36:09,0,665,-665,0
2025-08-09 20:36:24,0,715,-715,0
2025-08-09 20:36:39,0,725,-725,0
2025-08-09 20:36:55,0,679,-679,0
2025-08-09 20:37:10,0,676,-676,0
2025-08-09 20:37:25,0,647,-647,0
2025-08-09 20:37:40,0,655,-655,0
2025-08-09 20:37:55,0,682,-682,0
2025-08-09 20:38:10,0,664,-664,0
2025-08-09 20:38:25,0,682,-682,0
2025-08-09 20:38:40,0,678,-678,0
2025-08-09 20:38:55,0,696,-696,0
2025-08-09 20:39:10,0,760,-760,0
2025-08-09 20:39:25,0,716,-716,0
2025-08-09 20:39:41,0,713,-713,0
2025-08-09 20:39:56,0,664,-664,0
2025-08-09 20:40:11,0,686,-686,0
2025-08-09 20:40:26,0,664,-664,0
2025-08-09 20:40:41,0,685,-685,0
2025-08-09 20:40:56,0,680,-680,0
2025-08-09 20:41:11,0,708,-708,0
2025-08-09 20:41:26,0,729,-729,0
2025-08-09 20:41:41,0,699,-699,0
2025-08-09 20:41:56,0,694,-694,0
2025-08-09 20:42:11,0,706,-706,0
2025-08-09 20:42:26,0,653,-653,0
2025-08-09 20:42:42,0,699,-699,0
2025-08-09 20:42:57,0,675,-675,0
2025-08-09 20:43:12,0,665,-665,0
2025-08-09 20:43:27,0,682,-682,0
2025-08-09 20:43:42,0,683,-683,0
2025-08-09 20:43:57,0,697,-697,0
2025-08-09 20:44:12,0,702,-702,0
2025-08-09 20:44:27,0,762,-762,0
2025-08-09 20:44:42,0,704,-704,0
2025-08-09 20:44:58,0,734,-734,0
2025-08-09 20:45:13,0,697,-697,0
2025-08-09 20:45:28,0,672,-672,0
2025-08-09 20:45:43,0,685,-685,0
2025-08-09 20:45:58,0,663,-663,0
2025-08-09 20:46:13,0,657,-657,0
2025-08-09 20:46:28,0,688,-688,0
2025-08-09 20:46:43,0,717,-717,0
2025-08-09 20:46:58,0,716,-716,0
2025-08-09 20:47:13,0,701,-701,0
2025-08-09 20:47:28,0,677,-677,0
2025-08-09 20:47:43,0,720,-720,0
2025-08-09 20:47:59,0,675,-675,0
2025-08-09 20:48:14,0,674,-674,0
2025-08-09 20:48:29,0,689,-689,0
2025-08-09 20:48:44,0,671,-671,0
2025-08-09 20:48:59,0,705,-705,0
2025-08-09 20:49:29,0,703,-703,0
2025-08-09 20:49:44,0,657,-657,0
2025-08-09 20:49:59,0,692,-692,0
2025-08-09 20:50:14,0,655,-655,0
2025-08-09 20:50:29,0,676,-676,0
2025-08-09 20:50:45,0,679,-679,0
2025-08-09 20:51:00,0,685,-685,0
2025-08-09 20:51:15,0,689,-689,0
2025-08-09 20:51:30,0,702,-702,0
2025-08-09 20:51:45,0,715,-715,0
2025-08-09 20:52:00,0,689,-689,0
2025-08-09 20:52:15,0,682,-682,0
2025-08-09 20:52:30,0,676,-676,0
2025-08-09 20:52:45,0,682,-682,0
2025-08-09 20:53:00,0,703,-703,0
2025-08-09 20:53:15,0,692,-692,0
2025-08-09 20:53:31,0,638,-638,0
2025-08-09 20:53:46,0,722,-722,0
2025-08-09 20:54:01,0,723,-723,0
2025-08-09 20:54:16,0,686,-686,0
2025-08-09 20:54:31,0,714,-714,0
2025-08-09 20:55:01,0,707,-707,0
2025-08-09 20:55:16,0,696,-696,0
2025-08-09 20:55:31,0,680,-680,0
2025-08-09 20:55:46,0,690,-690,0
2025-08-09 20:56:01,0,664,-664,0
2025-08-09 20:56:17,0,713,-713,0
2025-08-09 20:56:32,0,726,-726,0
2025-08-09 20:56:47,0,676,-676,0
2025-08-09 20:57:02,0,630,-630,0
2025-08-09 20:57:17,0,699,-699,0
2025-08-09 20:57:32,0,707,-707,0
2025-08-09 20:57:47,0,731,-731,0
2025-08-09 20:58:02,0,701,-701,0
2025-08-09 20:58:17,0,704,-704,0
2025-08-09 20:58:32,0,723,-723,0
2025-08-09 20:58:47,0,736,-736,0
2025-08-09 20:59:06,0,726,-726,0
2025-08-09 20:59:21,0,720,-720,0
2025-08-09 20:59:36,0,702,-702,0
2025-08-09 20:59:51,0,745,-745,0
2025-08-09 21:00:06,0,708,-708,0
2025-08-09 21:00:22,0,729,-729,0
2025-08-09 21:00:37,0,750,-750,0
2025-08-09 21:00:52,0,723,-723,0
2025-08-09 21:01:07,0,707,-707,0
2025-08-09 21:01:22,0,728,-728,0
2025-08-09 21:01:37,0,742,-742,0
2025-08-09 21:01:52,0,657,-657,0
2025-08-09 21:02:08,0,660,-660,0
2025-08-09 21:02:23,0,685,-685,0
2025-08-09 21:02:38,0,677,-677,0
2025-08-09 21:02:53,0,688,-688,0
2025-08-09 21:03:08,0,650,-650,0
2025-08-09 21:03:23,0,662,-662,0
2025-08-09 21:03:38,0,663,-663,0
2025-08-09 21:03:53,0,655,-655,0
2025-08-09 21:04:08,0,706,-706,0
2025-08-09 21:04:23,0,643,-643,0
2025-08-09 21:04:38,0,689,-689,0
2025-08-09 21:04:54,0,709,-709,0
2025-08-09 21:05:09,0,693,-693,0
2025-08-09 21:05:24,0,669,-669,0
2025-08-09 21:05:39,0,663,-663,0
2025-08-09 21:05:54,0,676,-676,0
2025-08-09 21:06:09,0,661,-661,0
2025-08-09 21:06:25,0,734,-734,0
2025-08-09 21:06:40,0,685,-685,0
2025-08-09 21:06:55,0,682,-682,0
2025-08-09 21:07:10,0,691,-691,0
2025-08-09 21:07:25,0,723,-723,0
2025-08-09 21:07:40,0,688,-688,0
2025-08-09 21:07:55,0,628,-628,0
2025-08-09 21:08:10,0,636,-636,0
2025-08-09 21:08:25,0,656,-656,0
2025-08-09 21:08:40,0,690,-690,0
2025-08-09 21:08:56,0,694,-694,0
2025-08-09 21:09:11,0,685,-685,0
2025-08-09 21:09:26,0,665,-665,0
2025-08-09 21:09:41,0,711,-711,0
2025-08-09 21:09:56,0,655,-655,0
2025-08-09 21:10:11,0,633,-633,0
2025-08-09 21:10:26,0,635,-635,0
2025-08-09 21:10:56,0,671,-671,0
2025-08-09 21:11:11,0,662,-662,0
2025-08-09 21:11:26,0,685,-685,0
2025-08-09 21:11:42,0,658,-658,0
2025-08-09 21:11:57,0,708,-708,0
2025-08-09 21:12:12,0,681,-681,0
2025-08-09 21:12:27,0,700,-700,0
2025-08-09 21:12:42,0,639,-639,0
2025-08-09 21:12:57,0,626,-626,0
2025-08-09 21:13:12,0,679,-679,0
2025-08-09 21:13:27,0,659,-659,0
2025-08-09 21:13:42,0,681,-681,0
2025-08-09 21:13:57,0,673,-673,0
2025-08-09 21:14:12,0,717,-717,0
2025-08-09 21:14:27,0,710,-710,0
2025-08-09 21:14:43,0,669,-669,0
2025-08-09 21:14:58,0,644,-644,0
2025-08-09 21:15:13,0,652,-652,0
2025-08-09 21:15:28,0,623,-623,0
2025-08-09 21:15:43,0,635,-635,0
2025-08-09 21:15:58,0,653,-653,0
2025-08-09 21:16:13,0,680,-680,0
2025-08-09 21:16:28,0,689,-689,0
2025-08-09 21:16:43,0,666,-666,0
2025-08-09 21:16:58,0,608,-608,0
2025-08-09 21:17:14,0,2906,-2906,0
2025-08-09 21:17:29,0,3045,-3045,0
2025-08-09 21:17:44,0,3422,-3422,0
2025-08-09 21:17:59,0,3335,-3335,0
2025-08-09 21:18:14,0,3378,-3378,0
2025-08-09 21:18:29,0,3425,-3425,0
2025-08-09 21:18:44,0,3359,-3359,0
2025-08-09 21:18:59,0,3370,-3370,0
2025-08-09 21:19:14,0,3352,-3352,0
2025-08-09 21:19:29,0,3321,-3321,0
2025-08-09 21:19:44,0,3348,-3348,0
2025-08-09 21:20:00,0,3330,-3330,0
2025-08-09 21:20:15,0,3369,-3369,0
2025-08-09 21:20:30,0,3362,-3362,0
2025-08-09 21:20:45,0,3389,-3389,0
2025-08-09 21:21:00,0,3377,-3377,0
2025-08-09 21:21:15,0,3365,-3365,0
2025-08-09 21:21:30,0,3363,-3363,0
2025-08-09 21:21:45,0,3339,-3339,0
2025-08-09 21:22:00,0,3370,-3370,0
2025-08-09 21:22:15,0,3402,-3402,0
2025-08-09 21:22:30,0,3437,-3437,0
2025-08-09 21:22:46,0,3532,-3532,0
2025-08-09 21:23:01,0,3349,-3349,0
2025-08-09 21:23:16,0,3394,-3394,0
2025-08-09 21:23:31,0,3339,-3339,0
2025-08-09 21:23:46,0,3371,-3371,0
2025-08-09 21:24:01,0,3347,-3347,0
2025-08-09 21:24:16,0,3336,-3336,0
2025-08-09 21:24:31,0,3539,-3539,0
2025-08-09 21:24:46,0,3361,-3361,0
2025-08-09 21:25:01,0,3397,-3397,0
2025-08-09 21:25:16,0,3452,-3452,0
2025-08-09 21:25:32,0,3408,-3408,0
2025-08-09 21:25:47,0,3423,-3423,0
2025-08-09 21:26:02,0,3439,-3439,0
2025-08-09 21:26:17,0,3396,-3396,0
2025-08-09 21:26:32,0,3395,-3395,0
2025-08-09 21:26:47,0,3428,-3428,0
2025-08-09 21:27:02,0,3413,-3413,0
2025-08-09 21:27:17,0,3377,-3377,0
2025-08-09 21:27:32,0,3381,-3381,0
2025-08-09 21:27:47,0,3349,-3349,0
2025-08-09 21:28:02,0,3343,-3343,0
2025-08-09 21:28:17,0,3420,-3420,0
2025-08-09 21:28:33,0,3341,-3341,0
2025-08-09 21:28:48,0,3443,-3443,0
2025-08-09 21:29:03,0,3376,-3376,0
2025-08-09 21:29:18,0,3367,-3367,0
2025-08-09 21:29:33,0,3390,-3390,0
2025-08-09 21:29:48,0,3304,-3304,0
2025-08-09 21:30:03,0,3354,-3354,0
2025-08-09 21:30:18,0,3335,-3335,0
2025-08-09 21:30:33,0,3307,-3307,0
2025-08-09 21:30:48,0,3453,-3453,0
2025-08-09 21:31:03,0,3397,-3397,0
2025-08-09 21:31:19,0,3343,-3343,0
2025-08-09 21:31:34,0,3320,-3320,0
2025-08-09 21:31:49,0,3397,-3397,0
2025-08-09 21:32:04,0,3351,-3351,0
2025-08-09 21:32:19,0,3482,-3482,0
2025-08-09 21:32:34,0,3362,-3362,0
2025-08-09 21:32:49,0,3365,-3365,0
2025-08-09 21:33:04,0,3382,-3382,0
2025-08-09 21:33:19,0,3356,-3356,0
2025-08-09 21:33:34,0,3395,-3395,0
2025-08-09 21:33:49,0,3368,-3368,0
2025-08-09 21:34:04,0,3336,-3336,0
2025-08-09 21:34:20,0,3361,-3361,0
2025-08-09 21:34:35,0,3318,-3318,0
2025-08-09 21:34:50,0,3396,-3396,0
2025-08-09 21:35:05,0,3377,-3377,0
2025-08-09 21:35:20,0,3406,-3406,0
2025-08-09 21:35:35,0,3357,-3357,0
2025-08-09 21:35:50,0,3362,-3362,0
2025-08-09 21:36:05,0,3389,-3389,0
2025-08-09 21:36:20,0,3324,-3324,0
2025-08-09 21:36:35,0,3349,-3349,0
2025-08-09 21:36:50,0,3324,-3324,0
2025-08-09 21:37:05,0,3441,-3441,0
2025-08-09 21:37:21,0,3427,-3427,0
2025-08-09 21:37:36,0,3507,-3507,0
2025-08-09 21:37:51,0,3466,-3466,0
2025-08-09 21:38:06,0,3549,-3549,0
2025-08-09 21:38:21,0,3523,-3523,0
2025-08-09 21:38:36,0,3524,-3524,0
2025-08-09 21:38:51,0,3395,-3395,0
2025-08-09 21:39:06,0,3427,-3427,0
2025-08-09 21:39:21,0,3421,-3421,0
2025-08-09 21:39:36,0,3432,-3432,0
2025-08-09 21:39:52,0,3396,-3396,0
2025-08-09 21:40:07,0,3430,-3430,0
2025-08-09 21:40:22,0,3418,-3418,0
2025-08-09 21:40:37,0,3420,-3420,0
2025-08-09 21:40:52,0,3443,-3443,0
2025-08-09 21:41:07,0,3386,-3386,0
2025-08-09 21:41:22,0,3409,-3409,0
2025-08-09 21:41:38,0,3409,-3409,0
2025-08-09 21:41:53,0,3397,-3397,0
2025-08-09 21:42:08,0,3453,-3453,0
2025-08-09 21:42:23,0,3414,-3414,0
2025-08-09 21:42:38,0,3426,-3426,0
2025-08-09 21:42:53,0,3433,-3433,0
2025-08-09 21:43:08,0,3436,-3436,0
2025-08-09 21:43:23,0,3461,-3461,0
2025-08-09 21:43:38,0,3399,-3399,0
2025-08-09 21:43:53,0,3495,-3495,0
2025-08-09 21:44:08,0,3459,-3459,0
2025-08-09 21:44:23,0,3484,-3484,0
2025-08-09 21:44:39,0,3449,-3449,0
2025-08-09 21:44:54,0,3416,-3416,0
2025-08-09 21:45:09,0,3425,-3425,0
2025-08-09 21:45:24,0,3396,-3396,0
2025-08-09 21:45:39,0,3553,-3553,0
2025-08-09 21:45:54,0,3428,-3428,0
2025-08-09 21:46:09,0,3424,-3424,0
2025-08-09 21:46:24,0,3451,-3451,0
2025-08-09 21:46:39,0,3428,-3428,0
2025-08-09 21:46:54,0,3573,-3573,0
2025-08-09 21:47:09,0,3459,-3459,0
2025-08-09 21:47:25,0,3484,-3484,0
2025-08-09 21:47:40,0,3428,-3428,0
2025-08-09 21:47:55,0,3457,-3457,0
2025-08-09 21:48:10,0,3494,-3494,0
2025-08-09 21:48:25,0,3435,-3435,0
2025-08-09 21:48:40,0,3424,-3424,0
2025-08-09 21:48:55,0,3449,-3449,0
2025-08-09 21:49:10,0,3566,-3566,0
2025-08-09 21:49:25,0,3459,-3459,0
2025-08-09 21:49:40,0,3503,-3503,0
2025-08-09 21:49:55,0,3513,-3513,0
2025-08-09 21:50:11,0,3530,-3530,0
2025-08-09 21:50:26,0,3492,-3492,0
2025-08-09 21:50:41,0,3509,-3509,0
2025-08-09 21:51:11,0,3520,-3520,0
2025-08-09 21:51:26,0,3482,-3482,0
2025-08-09 21:51:41,0,3559,-3559,0
2025-08-09 21:51:56,0,3451,-3451,0
2025-08-09 21:52:11,0,3459,-3459,0
2025-08-09 21:52:42,0,3486,-3486,0
2025-08-09 21:52:57,0,3485,-3485,0
2025-08-09 21:53:12,0,3486,-3486,0
2025-08-09 21:53:27,0,3485,-3485,0
2025-08-09 21:53:42,0,3527,-3527,0
2025-08-09 21:53:57,0,3482,-3482,0
2025-08-09 21:54:12,0,3477,-3477,0
2025-08-09 21:54:27,0,3472,-3472,0
2025-08-09 21:54:42,0,3467,-3467,0
2025-08-09 21:54:57,0,3479,-3479,0
2025-08-09 21:55:13,0,3415,-3415,0
2025-08-09 21:55:28,0,3476,-3476,0
2025-08-09 21:55:43,0,3467,-3467,0
2025-08-09 21:55:58,0,3437,-3437,0
2025-08-09 21:56:13,0,3432,-3432,0
2025-08-09 21:56:28,0,3391,-3391,0
2025-08-09 21:56:43,0,3466,-3466,0
2025-08-09 21:56:58,0,3421,-3421,0
2025-08-09 21:57:13,0,3426,-3426,0
2025-08-09 21:57:28,0,3458,-3458,0
2025-08-09 21:57:43,0,3427,-3427,0
2025-08-09 21:57:58,0,3438,-3438,0
2025-08-09 21:58:13,0,3436,-3436,0
2025-08-09 21:58:29,0,3441,-3441,0
